-1.005333	-1.5751419	0.8337116
-1.8380508	-0.9992676	0.9725437
-1.859993	-1.027214	1.0216236
-1.9644547	-0.9766159	1.0322971
-2.7083206	-0.14880371	0.6699772
-2.690117	-0.14624786	0.6556797
-2.7157364	-0.1894989	0.67591286
-2.659874	-0.2508545	0.85726357
-2.6767044	-0.26328278	0.8603153
-3.020584	-0.34313202	1.3794346
-2.3005676	-0.86737823	1.2237492
-2.304741	-0.84924316	1.1740742
-3.0666199	-0.7750778	1.6985874
-2.1139832	-1.2375565	1.2065525
-2.1429825	-1.1976395	1.206789
-1.5199051	-1.807167	1.0009022
-2.0958176	-1.5732193	1.4269047
-2.1044388	-1.558258	1.4170933
-0.97541046	-2.478447	1.7222004
-1.7828598	-2.3923492	1.8736057
-1.7091064	-2.3918076	1.8148594
